Station Number,State,Temp Min,Temp Max,DO Min,DO Max,pH Min,pH Max,Conductivity Min,Conductivity Max,BOD Min,BOD Max,Nitrate Min,Nitrate Max,Faecal Coliform Min,Faecal Coliform Max,Total Coliform Min,Total Coliform Max
2490,"UTTAR
 PRADESH",17,28,6.8,8.6,7.2,7.6,136,242,1.6,3.6,0.3,0.4,130,250,410,510
1063,"UTTAR
 PRADESH",16,34,6.3,10.2,7,8.5,222,404,2.8,4.2,0.3,0.3,2000,3800,3400,7900
1066,"UTTAR
 PRADESH",16,34,6.2,10.4,7.5,8.6,204,439,3,5,0.3,0.3,3100,4100,5800,8400
1146,"UTTAR
 PRADESH",16,32,6.1,11.3,7.3,8.8,213,397,2.6,3.6,0.3,0.3,2000,4300,3800,6300
1067,"UTTAR
 PRADESH",16,33,5.9,11.2,7.4,8.5,215,416,2.9,3.9,0.3,0.3,2100,4700,4600,8400
10154,"UTTAR
 PRADESH",20,32,5.8,10.8,7.4,8.3,215,372,2.8,3.8,0.3,0.3,2400,4700,4100,7000
10155,"UTTAR
 PRADESH",20,32,5.7,9.6,7.4,8.3,218,392,3.1,3.8,0.3,0.3,2600,6300,4900,9200
1049,"UTTAR
 PRADESH",18,29,7.3,8.5,7.5,8.3,275,442,3.7,5.8,0.3,1.9,13000,33000,24000,46000
2485,"UTTAR
 PRADESH",19,23.4,7.7,8.6,6.3,7.6,276,384,2.3,2.7,0.3,0.4,1100,1400,2000,3900
2486,"UTTAR
 PRADESH",19,23.5,7.6,8.4,6.5,7.9,301,398,2.6,2.9,0.3,0.6,1300,2700,2500,4700
1070,"UTTAR
 PRADESH",3,30.5,7.5,8.8,7.8,8.6,340,535,2.8,3.3,0.3,0.3,1300,2200,2400,22000
1071,"UTTAR
 PRADESH",21,30.5,6.4,7.7,8.1,8.8,372,594,5.3,6.1,0.3,0.4,23000,49000,43000,70000
1073,"UTTAR
 PRADESH",22,31,6.4,7.8,8.1,8.8,364,586,4.2,5.6,0.3,0.4,17000,33000,34000,49000
1080,WEST BENGAL,19,32,5.7,9.9,7.5,8.2,201,380,1.2,7.3,0.3,1.1,34000,300000,110000,850000
2511,WEST BENGAL,19,33,5.4,9.7,7.3,8.2,175,348,1.3,5,0.3,1.5,70000,170000,110000,220000
2506,WEST BENGAL,20,33,5.2,8.9,7.5,8.2,198,381,1.2,5.3,0.3,1.3,80000,280000,110000,350000
1054,WEST BENGAL,21,32,4.1,8.7,7.4,8.4,208,363,0.8,5.2,0.3,1,80000,220000,110000,280000
1472,WEST BENGAL,17,32,4.2,9.1,7.5,8.3,211,419,1.7,6.1,0.3,1.1,110000,280000,140000,350000
1053,WEST BENGAL,20,34,4,8,7.3,8.1,262,431,1.6,5.3,0.4,0.6,23000,500000,30000,900000
10004,HARYANA,0,0,3.1,8.2,7.4,8.2,260,3720,1,55,0.01,0.11,33,4700,49,160000
1119,HARYANA,0,0,5.6,7.6,7.2,7.7,280,960,2,6,0.03,1.63,45,34000,78,1600000
1120,DELHI,17,33.6,3.7,11.8,7.1,8.1,180,1780,1,7,0,0,140,54000,200,160000
1497,"UTTAR
 PRADESH",0,0,0,3,7.5,8.1,836,3770,8,55,0.01,1.12,400,9200000,11000,9200000
1124,"UTTAR
 PRADESH",0,0,3.3,8.4,7.6,8.1,620,3580,3,18,0.04,1.69,2200,130000,7900,540000
1125,"UTTAR
 PRADESH",19,19,3.2,12,7.6,7.9,670,1660,2,18,0.11,3.54,450,110000,1400,700000
1126,"UTTAR
 PRADESH",21,25,1.7,6.8,7.4,8.1,773,1980,6,18,0.14,10.67,400,3500000,1400,16000000
1498,"UTTAR
 PRADESH",23,25,5.8,8.4,7.5,8.5,800,1790,9,25,0.29,23.5,130,13000,130,13000
1127,"UTTAR
 PRADESH",24,26,3.6,11.8,7.5,8.7,770,1668,5,37,0.06,12.01,8,24000,17,54000
1499,"UTTAR
 PRADESH",23,25,5.8,10.2,7.4,8.4,525,1334,3,15,0.02,3.24,20,70000,78,220000
1069,"UTTAR
 PRADESH",18.6,29.2,8,9,7.5,8.3,336,561,1.8,2.5,0.85,1.37,2600,9400,6300,17000
1065,"UTTAR
 PRADESH",16,33,5.4,10.5,7.4,8.4,209,798,3.8,8,0.3,0.4,2500,4800,4300,9200
2482,"UTTAR
 PRADESH",21.5,31.5,7.4,8.6,7.8,8.6,320,496,2.8,3.9,0.3,0.3,1100,1700,1700,3400
2483,"UTTAR
 PRADESH",22,31.5,1.3,3.2,8.3,8.8,614,815,22.8,44.8,0.3,0.8,110000,220000,220000,350000
1361,"UTTAR
 PRADESH",16,30,6.5,9.1,7.3,8,319,728,2.7,3.7,0.3,0.3,1700,2700,3300,5200
2484,"UTTAR
 PRADESH",21.5,31,7.3,8.4,7.9,8.7,354,512,3.2,4.5,0.3,0.3,5000,13000,11000,22000
1350,"UTTAR
 PRADESH",14,36.3,6.2,11.8,7.4,9,248,497.8,1.8,2.6,0.3,1.5,110,340,400,2100
1351,"UTTAR
 PRADESH",17,34.1,3.8,11,7.4,8.7,33.7,502,2.9,4.2,0.3,2.8,1300,3300,2400,4700
1352,"UTTAR
 PRADESH",17.5,36.8,1.2,3.2,7.3,7.7,382,718.3,7,14,0.3,3,54000,170000,92000,210000
1353,"UTTAR
 PRADESH",21.5,31,6.8,8,8.1,8.8,340,588,4.3,5.2,0.3,0.3,11000,23000,26000,46000
1072,"UTTAR
 PRADESH",21.5,31,7.3,8.5,7.9,8.8,318,582,3.5,4.4,0.3,0.3,8000,13000,14000,22000
10083,"UTTAR
 PRADESH",15,35.5,5.6,11.2,7.5,8.7,218,530.7,1.7,2.8,0.3,1.5,130,490,460,2400
10084,"UTTAR
 PRADESH",15,35.7,5.2,11.6,7.5,8.8,217,569.4,1.8,2.9,0.3,1.5,140,630,790,3500
10085,"UTTAR
 PRADESH",15,35.1,5.3,11.4,7.6,8.8,322,507.6,2.4,3.1,0.3,1.6,490,1700,940,4300
10086,"UTTAR
 PRADESH",15,35.4,5.1,11.2,7.2,8.7,325,527.6,2.5,3.2,0.3,1.7,790,2200,1400,5400
10087,"UTTAR
 PRADESH",17,34.1,3.7,11,7.4,8.7,37.4,502,2.9,4.2,0.3,2.1,1300,3300,2400,4700
10088,"UTTAR
 PRADESH",17.1,34.5,3,10.7,7.2,8.7,311,505,3,4.2,0.3,2.2,1700,4600,2800,6300
10089,"UTTAR
 PRADESH",17.2,34.7,0.5,5.2,7.4,8,375,630.2,5.6,12,0.3,2.6,7900,22000,13000,34000
10090,"UTTAR
 PRADESH",17.2,34.4,0.2,5,7.4,7.9,377,634.4,5.8,18,0.3,2.8,11000,26000,14000,43000
10091,"UTTAR
 PRADESH",17.5,36.5,1.3,3.4,7.3,7.8,380,712.1,6,13.4,0.3,2.8,33000,110000,54000,170000
10092,"UTTAR
 PRADESH",17.5,36.8,1.2,3.1,7.2,7.7,383,718.3,7,14,0.3,3,49000,170000,70000,210000
10093,"UTTAR
 PRADESH",17,38.2,2,6.4,7.4,8.5,238,827.3,3.6,8.5,0.3,1.5,4600,27000,7900,46000
10094,"UTTAR
 PRADESH",17,38.6,2.4,7.8,7.3,8.6,236,831,3.4,8.2,0.3,1.8,3300,26000,7000,33000
10095,"UTTAR
 PRADESH",20,27,6.4,7.1,7.8,7.9,241,412,4.4,4.7,0.8,0.8,4900,5400,8000,8400
10096,"UTTAR
 PRADESH",20,28,6.2,6.9,7.8,7.9,249,415,4.5,4.8,0.8,0.9,5100,5900,8200,8900
10097,"UTTAR
 PRADESH",22,31,7.5,8.8,7.8,8.6,308,530,3,3.5,0.3,0.3,1300,3300,2300,4900
2491,"UTTAR
 PRADESH",17,29,7.3,7.8,7.5,7.9,280,536,3.2,4.4,0.3,0.8,1700,17000,2400,26000
1363,"UTTAR
 PRADESH",16,29,7.6,8.2,7.5,8.2,280,475,2.2,4.7,0.3,0.4,250,13000,400,22000
1354,"UTTAR
 PRADESH",17,27,7.2,9.8,7.7,7.9,192,539,2.9,4.3,0.7,0.9,4300,6200,6800,8300
1355,"UTTAR
 PRADESH",16,30,7.2,8.2,7.5,8.2,378,540,2.5,4,0.3,0.3,250,13000,500,21000
2492,"UTTAR
 PRADESH",17,29,7.2,7.9,7.5,8.1,378,474,3.1,3.9,0.3,0.6,1100,11000,2100,13000
1359,"UTTAR
 PRADESH",19.1,28.6,7.1,7.8,7.4,8,358,438,1.4,1.6,0.3,0.3,780,1400,2100,2600
1360,"UTTAR
 PRADESH",19.3,29,7.5,8.2,7.1,8.1,362,452,1.4,1.7,0.3,0.3,780,1700,2300,3100
1260,ASSAM,19,24,3.6,9.5,6.9,7.8,78,239,0.6,2.8,0.2,1.8,300,910,300,3400
1030,ASSAM,18,25,5,8.1,6.8,7.9,78,367,0.9,3,0.4,1.8,300,2800,360,21000
1262,ASSAM,17,27,4.8,8,6.6,7.8,78,151,1.1,2.9,0.1,2,300,2100,610,110000
1526,ASSAM,20,28,7,6.8,6.5,7.7,74,185,0.6,6.4,0.3,2.4,360,2100,360,110000
1031,ASSAM,20,30,6.1,7.9,7,7.7,80,153,0.8,2.6,0.2,3.1,300,7500,360,29000
1299,ASSAM,22,32,4.7,9.1,6.7,7.8,101,166,0.6,2.8,0.1,1.4,360,2100,360,4400
2069,ASSAM,22,29,5.8,6,7.2,7.9,89,205,0.6,3.2,0.4,2.7,360,2000,730,21000
2064,ASSAM,22,31,5.7,8,6.6,7.8,57,220,0.6,2.8,0.3,1.9,300,1000,910,7500
2067,ASSAM,22,32,5.5,8.8,7,7.7,77,358,1,3.6,0.1,1.4,300,910,360,4400
2066,ASSAM,22,32,5.2,10.3,6.5,7.7,58,235,0.8,2.8,0.5,2.1,730,3500,360,110000
3781,ASSAM,19,26,5.4,10.2,7,7.8,96,164,1.2,3.6,1.2,2.7,360,730,360,730
1259,ASSAM,20,30,5.8,7.3,6.7,7.6,93,343,1,5.6,0.1,1.6,300,1500,700,29000
3764,NAGALAND,20,26,6.8,7.2,6.9,7.8,64,102,1,5.2,1.1,2.9,300,2700,730,21000
3792,NAGALAND,24,30,5.3,8.4,6.6,7.4,81,108,1.8,4.3,0.3,2,600,3500,1500,110000
1261,ASSAM,19,28,7,8.6,6.2,7.9,29,109,1,2.7,0.1,1.3,360,910,300,3500
2061,ASSAM,19,26,6,6.5,6.8,7.5,63,186,0.5,2.8,0.2,2.1,300,730,300,3500
1422,ASSAM,19,26,2,8.4,6.8,8.1,63,215,1,3.6,0.1,2.1,300,2800,360,29000
2062,ASSAM,18,27,6.2,9,6.3,7.7,65,205,1,4.6,0.1,2.5,300,2000,300,12000
2230,ASSAM,19,27,3.4,10,6.3,7.5,64,217,1,4.4,0.1,2.5,300,2700,360,110000
2065,ASSAM,24,36,3.7,8.2,7.3,8,64,212,0.6,5.2,0.2,1.7,300,3500,910,9300
1530,ASSAM,18,26,1.2,14.5,6.4,7.4,72,489,2.1,6.6,0.7,2.5,360,3500,1400,21000
2063,ASSAM,12,28,6,7.6,6.4,7.6,36,76,0.6,3.1,0.1,2.3,300,730,360,2000
2237,ASSAM,22,34,1.7,7,6.2,7.3,47,179,1.4,3.2,0.1,1.2,300,2300,1500,29000
2059,ASSAM,22,32,3,10,6.3,7.8,46,94,1.2,3,0.8,3.1,300,2800,360,240000
2060,ASSAM,23,34,5.2,8.6,7.4,8,110,353,0.6,1.9,0.3,2.3,300,1500,360,9300
2058,ASSAM,19,27,6.1,8.7,6.7,8.1,64,146,0.6,2.6,0.2,4.8,300,2000,360,2800
1298,ASSAM,15,31,4.8,9.1,6.4,7.6,98,200,0.9,2.1,0.5,2.4,300,2000,360,24000
1258,ASSAM,18,28,5.2,6.3,6.3,7.7,76,124,1,2.5,0.2,1.7,300,2100,300,4300
1527,ASSAM,20,31,4.2,9,6.6,7.4,69,209,2,3.2,0.2,1.5,300,4400,730,110000
1531,ASSAM,21,30,2.5,7,6.3,7.5,67,470,1.4,5.2,1,1.8,300,2000,360,6400
1528,ASSAM,21,30,0.3,7,6.6,7.4,231,640,6,42,1,7.2,2700,240000,4200,240000
1529,ASSAM,21,31,5.4,0.8,6.3,9.9,122,301,2.6,6.9,0.7,1.7,300,3500,730,21000
2068,ASSAM,21,27,5.5,10.5,6.3,7.5,42,181,1.1,2.9,0.4,3.2,300,1100,360,2800
3776,ASSAM,21,30,4.9,6.5,6.4,7.2,26,130,0.8,2.7,1.1,2.7,360,730,720,2100
2232,ASSAM,19,30,4.2,7.4,6.1,7.6,27,127,0.7,2.8,0.1,2.7,300,2700,2000,29000
2233,ASSAM,22,32,6.6,12,5.8,7.7,28,108,1,4.2,0.1,1.7,300,3500,720,7500
2234,ASSAM,19,30,6.5,8.2,6.6,7.7,33,145,0.5,3.8,0.1,2,360,730,300,2100
2236,ASSAM,21,35,3.1,7,5.3,7.3,52,90,1,5.5,0.4,1.3,300,1400,300,2100
2238,ASSAM,20,34,5.2,6.5,6.8,7.9,81,142,0.6,2,0.5,4.8,300,900,360,21000
2239,ASSAM,22,34,5,5.8,6.2,7.4,26,110,0.6,2.9,0.8,1.9,300,1100,700,2800
2240,ASSAM,22,27,5.5,5.9,6.5,7.4,42,120,1.1,2.8,0.2,1.4,300,2800,360,110000
2241,ASSAM,22,26,5.2,6.1,6.5,7.5,43,122,1.1,2.6,0.3,1.3,300,910,300,3900
2242,ASSAM,22,26,4.3,5.9,6.5,7.4,49,132,1,2.8,1,3.2,300,1100,360,2000
2523,WEST BENGAL,19,29,4.9,7.3,6.7,7.7,36,188,1.2,3.9,0.4,0.7,900,7000,9000,28000
3377,MEGHALAYA,14,21,6.9,8.6,6.7,7.3,32,69,1.2,1.7,0.2,0.8,9,35,40,120
3378,MEGHALAYA,14,22,6.8,8.6,6.5,7.6,33,68,1,1.8,0.1,0.4,8,29,24,79
3380,MEGHALAYA,20,29,6.7,8.2,6.9,7.9,63,102,1.4,2.3,0.3,0.5,10,50,28,140
3381,MEGHALAYA,17,30,6.6,7.7,7.2,8.3,76,220,1.5,2.1,0.3,0.9,12,41,33,110
3382,MEGHALAYA,19,28,6.9,7.3,7.4,8,60,110,1,1.6,0.4,0.6,8,36,30,130
1232,RAJASTHAN,20,33,4.4,5.8,7.2,8.5,400,550,1,2.2,1.4,2.7,4,39,7,64
4,GUJARAT,22,30,6.4,8.8,7.98,8.61,308,442,0.22,1.06,0.18,1.12,4,33,21,140
1229,GUJARAT,30,32,6.5,8.9,7.8,8.4,304,885,0.2,0.9,0.1,0.6,2,2,4,11
1230,GUJARAT,30,32,6.3,8.4,8.1,8.5,320,421,0.6,2.2,0.2,0.8,4,26,21,63
1231,GUJARAT,30,33,6.1,8.1,8,8.5,304,433,0.4,1.4,0.3,0.8,4,26,21,63
1863,GUJARAT,26,31,7.3,8.8,7.4,8.8,309,679,0.4,2,0.1,0.8,11,21,33,120
1864,GUJARAT,25,30,4.1,8.7,7.6,8.5,191,16660,0.5,1.7,0.2,0.8,11,14,33,49
5,GUJARAT,26,30,6.4,8.8,7.7,9.02,304,895,0.4,2.43,0.09,0.88,11,33,33,130
1233,"MADHYA
 PRADESH",19,32,6.5,7.9,7.5,8.7,346,605,1.1,2,0.8,1.4,2,2,22,90
3206,"MADHYA
 PRADESH",23,30,2.5,8.7,7.6,8.5,307,1704,0.3,2.6,0.2,0.8,11,14,33,49
3318,"MADHYA
 PRADESH",22,28,6.7,7.5,7.5,8.1,196,530,1.2,2.8,0.6,3.4,4,30,40,140
2102,"MADHYA
 PRADESH",24,30,7,6.8,7.4,8.2,275,740,1.8,2.4,0.7,3.1,4,12,26,220
2103,"MADHYA
 PRADESH",24,28,6.8,7.6,7.2,8,237,390,1.3,2,0.7,2.4,4,8,40,60
2104,"MADHYA
 PRADESH",22,30,6.4,7.6,7.2,8.2,12,1092,1.2,2.8,0.7,2.9,6,50,50,300
2105,"MADHYA
 PRADESH",20,24,5.8,7.6,7.2,8.7,278,428,1.2,2.4,0,1.3,4,9,40,80
3848,"MADHYA
 PRADESH",18,30,6.4,7.4,7.8,8.7,286,730,1.1,2,0.7,884,2,2,50,70
1221,GUJARAT,27,27,4.2,8.9,7.3,8.2,506,971,1.7,4,0,0.6,2,23,12,84
1407,GUJARAT,22,30,4.1,7.8,7.9,8.6,243,389,1,6,0,0.1,9,40,58,210
1408,GUJARAT,28,34,0.2,4.7,7.2,8.1,526,3121,19,112,0.1,0.3,110,2100,920,9200
1409,GUJARAT,25,29,3.5,7.5,7.6,8.4,50,450,1.8,23,0.1,2,9,130,63,430
1866,GUJARAT,25,30,2.2,8.7,7.6,8.3,229,382,0.7,9,0.1,0.2,9,140,58,540
1223,GUJARAT,26,30,1.2,5.2,7.5,9.5,316,3716,4,71,0.1,0.4,33,1700,350,9400
1482,GUJARAT,22,38,4.3,9.1,7.5,8.8,249,889,1,7,0,0.1,4,30,15,90
1222,GUJARAT,24,37,3,8,7.3,8.5,256,3250,0.7,4.1,0.1,0.6,14,33,49,130
1224,GUJARAT,27,27,4.4,4.9,7.3,8.2,430,974,1.4,4,0,0.7,4,17,17,94
1437,GUJARAT,29,30,0,5.9,7.3,8,1448,3122,58,206,0.1,0.3,1300,7000,8400,28000
1227,GUJARAT,30,32,5.3,8.7,7.9,8.4,294,461,0.2,2.1,0.1,0.7,11,14,33,49
1241,"MADHYA
 PRADESH",17,23.4,7.3,7.9,7.2,8.5,208,382,1.1,1.8,0.1,2.7,2,10,33,47
44,"MADHYA
 PRADESH",19,28,7.4,8.8,7.68,8.43,244,332,1.3,2.6,0,1.75,2,2,31,230
1240,"MADHYA
 PRADESH",18,21,7.2,7.9,7.2,8.7,200,370,0.8,1.8,0.2,1.4,2,14,27,47
1234,"MADHYA
 PRADESH",19,28,7.7,8.8,7.6,8.4,238,332,1.2,2.6,0,3,2,4,33,280
2123,"MADHYA
 PRADESH",20,29,7,8.9,7.7,8.4,230,347,1.1,3,0,6.1,2,2,33,240
2106,"MADHYA
 PRADESH",5,27,6.7,7.2,7.3,8.1,230,396,1.4,2,0.1,1.5,4,9,34,50
2099,"MADHYA
 PRADESH",18,21,7,8,7.2,8.6,193,667,1.1,1.8,0.1,4.4,2,10,23,110
3322,"MADHYA
 PRADESH",18,22.8,7.2,7.9,7.2,8.7,169,386,0.8,1.9,0.1,1.4,2,11,26,49
3323,"MADHYA
 PRADESH",17,21,7.2,8.3,7.3,8.4,159,838,0.4,1.6,0.2,4.7,2,25,12,540
3325,"MADHYA
 PRADESH",19,20.5,6.8,7.9,7.2,8.6,191,654,1.2,2,0.1,5.1,2,28,15,48
1430,"MADHYA
 PRADESH",22,30,6.8,8.3,7.8,8.4,275,505,1.2,1.6,0.4,1.2,2,2,6,50
1431,"MADHYA
 PRADESH",22,31,6.7,8.3,7.5,8.7,265,609,0.7,2.1,0,1.9,2,2,34,50
2113,"MADHYA
 PRADESH",20,30,6.5,8,6.9,8.5,255,474,1,1.2,0.4,0.8,2,2,30,40
2118,"MADHYA
 PRADESH",18,34,7.4,7.8,7.3,7.9,181,342,1.1,1.7,0.2,0.8,2,8,22,70
3321,"MADHYA
 PRADESH",19.2,36,7.7,8.3,7.6,8,203,512,0.7,1.8,0.4,1.2,2,12,21,110
1235,"MADHYA
 PRADESH",21,28,7.1,8.9,7.6,8.4,246,340,1.3,2.6,0,3.9,2,10,34,430
1239,"MADHYA
 PRADESH",22,31,6.4,8,7.4,8.4,268,443,1.1,1.7,0.4,1.2,2,2,34,50
1242,"MADHYA
 PRADESH",17.8,35.2,6.8,7.8,7.3,7.8,176,329,0.6,1.7,0.2,0.8,2,4,2,60
3847,"MADHYA
 PRADESH",22,32.5,7.1,7.7,7.3,8.9,302,551,1.2,1.9,0.5,1.7,2,2,40,40
1243,GUJARAT,27,32,6.6,7.9,7.4,8,296,7580,0.9,1.1,0.1,0.8,70,170,330,1700
1244,GUJARAT,27,34,6.8,7.9,7.4,8.3,251,433,0.9,1,0.1,0.3,8,23,23,79
1245,GUJARAT,23,30,6.2,8.4,7.6,8.5,283,554,0.3,1,0.1,0.9,4,14,21,49
1981,GUJARAT,26,33,6.2,7.9,7.6,8.1,267,460,0.9,1,0.1,0.9,13,23,46,170
1236,"MADHYA
 PRADESH",22,28,6.4,7.6,7.8,8.8,315,796,1.3,1.6,0.2,2,2,2,40,70
2100,"MADHYA
 PRADESH",19,21.2,6.5,7,7.3,8.4,197,416,1.1,2.1,0.1,1.3,2,120,21,430
2101,"MADHYA
 PRADESH",18,28,4.9,8,7.3,8.3,180,361,1.3,2.8,0.3,1.7,2,4,21,58
3305,"MADHYA
 PRADESH",2,21,7.3,10,7.3,8.4,270,468,0.5,2.4,0.2,2.4,2,39,21,250
3828,"MADHYA
 PRADESH",19,21,6.1,5.4,7,8.4,187,878,0.4,2.8,0.2,1.8,2,12,25,170
1313,MAHARASHTRA,22,27,1.8,6.9,7.2,8.2,192,973,2,9,0.1,0.1,2,30,110,350
1251,MAHARASHTRA,21,25,2.8,6.9,7.4,8.2,200,780,3,7.4,0.2,0.3,2,22,110,260
1247,GUJARAT,27,33,1.4,7.5,7.3,8.4,300,550,0.9,1.8,0.2,0.4,21,94,120,278
1248,GUJARAT,26,35,6.5,7.2,7,8.4,388,837,0.1,2.1,0.1,0.3,17,58,63,177
1982,GUJARAT,25,33,6.4,7.5,7.1,8.5,361,970,1,2.3,0.1,0.1,63,542,221,542
1983,GUJARAT,27,33,6.4,7.5,6.4,8.2,317,539,0.9,1.3,0.1,0.3,14,39,148,278
2071,GUJARAT,24,34,4.1,6.6,7.1,8,1306,43460,1.7,2.9,0.1,0.1,104,542,187,542
1250,"MADHYA
 PRADESH",22,31,6.1,8.2,7.5,8.7,320,880,1.4,4.6,0.9,4.7,2,17,40,500
2115,"MADHYA
 PRADESH",20,31.5,6.4,8.1,7.4,8.5,276,577,1.4,2.6,0.5,4.1,2,2,40,170
1281,ODISHA,22,32,6.6,8.7,7.5,8.4,138,206,0.4,1.4,0.3,4.9,2,2400,23,5400
1270,ODISHA,20,32,5.1,8.6,7.2,8.3,145,261,0.4,1.6,0.4,2.9,45,16000,78,16000
1271,ODISHA,21,32,5.4,8.3,7.3,8.3,150,293,1.5,2.9,0.4,2.8,1100,24000,3500,35000
2405,ODISHA,22,32,5.6,9.5,7.4,8.4,141,213,0.5,1.7,0.2,1.3,2,3500,130,11000
1272,ODISHA,23,32,6.8,9,7.3,8.4,186,233,0.3,1.2,0.2,1.6,2,1100,130,3500
1274,ODISHA,23,32,5.5,9,7.4,8.4,194,262,0.6,1.5,0.2,2.4,2,4900,230,7900
1275,ODISHA,21,32,6.7,9.2,7.6,8.4,141,230,0.3,1.2,0.3,3.5,20,2400,46,5400
1276,ODISHA,21,33,6.2,8.7,7.3,8.4,168,219,0.3,1.2,0.2,4.2,20,1300,170,2400
1277,ODISHA,24,34,6.2,8.8,7.4,8.4,166,212,0.4,1.2,0.2,1.8,2,930,78,2200
1278,ODISHA,24,34,5.9,8.2,7.3,8.4,156,235,0.7,2.1,0.5,3.5,130,160000,1300,160000
1639,ODISHA,23,31,5.6,7.7,7.3,8.1,902,41140,0.3,2.3,0.3,2.4,2,16000,2,16000
2404,ODISHA,20,32,5.6,8.5,7.7,8.4,138,201,0.4,1.3,0.3,2.5,2,790,20,1400
2406,ODISHA,25,32.5,6.4,9.2,7.3,8.4,163,366,0.4,1,0,3.4,45,1700,110,3500
2407,ODISHA,23,31,6.1,8.8,7.2,8.4,177,21140,0.4,1.6,0.1,2,2,1100,2,3500
3888,ODISHA,27,30,5.3,8.2,7.5,8.4,137,203,0.3,1,0.3,2.1,2,490,1.8,1300
3890,ODISHA,24,34,6,9.6,7.4,8.4,173,211,0.6,1.4,0.4,4.4,45,16000,1100,16000
1267,ODISHA,18,34,5.4,7.6,7.3,8.3,94,167,0.3,2.6,0.1,6.3,20,5400,78,9200
1268,ODISHA,17,30,6,9.2,7.2,8.2,99,186,0.4,1.8,0.1,2.6,20,5400,45,9200
1300,ODISHA,17,31,5.5,6.1,7.4,8.3,117,209,0.5,2.1,0.2,2.5,78,1300,490,5400
1269,ODISHA,16,31,5.9,8.5,7.4,8.4,118,438,0.8,2.6,0.1,2.2,2,9200,790,16000
2403,ODISHA,16,32,6.8,7.2,7.3,8.3,121,525,0.1,3.6,0.1,1.8,2,1100,20,3500
1279,ODISHA,21,37,5,9.5,7.7,8.4,136,209,0.4,2.9,0.2,1.7,490,160000,2400,160000
1280,ODISHA,24,36,1,9.7,7.1,8.3,146,470,3.7,7.7,0.9,8.6,7900,160000,13000,160000
2410,ODISHA,21,37,5.4,7.7,7.7,8.4,148,217,0.3,1,0.1,1,220,9200,700,16000
1301,ODISHA,20,35,5.4,9.5,7,8.4,174,419,1.3,5.4,0.1,7.7,180,160000,1100,160000
2412,ODISHA,18,35,5.9,8.8,7.2,8.1,101,145,0.4,2.1,0.3,0.9,2,16000,23,16000
2408,ODISHA,23,33,5.3,8.8,7.4,8.4,162,366,0.3,1.6,0.2,2.1,2,1400,2,3500
1640,ODISHA,23,34.5,6,8.6,7.1,8.4,143,224,0.3,1.4,0.1,5.4,2,92000,2,160000
2409,ODISHA,18,33,4.4,9.6,7.3,8.4,170,444,0.6,4.4,0.3,8.1,78,160000,130,160000
3887,ODISHA,29,31,5.7,9.5,7.3,8.4,135,288,0.8,2.3,0.2,2.2,220,5400,790,9200
3889,ODISHA,26,33,5.2,7.7,7.5,8.5,101,292,0.3,1.8,0.2,2.1,2,790,20,3500
3891,ODISHA,26,32,6.8,9.8,7.4,8.3,156,229,0.5,1.4,0.3,1.9,20,2100,40,4300
3892,ODISHA,24,32,3.3,8.5,7,8.5,267,516,1.2,11.2,0.4,3.4,20,17000,780,35000
3893,ODISHA,19,33,6.3,8.9,7.4,8.4,165,313,0.9,2.5,0.7,3.2,2,16000,2,16000
3894,ODISHA,22,33,5.8,7.7,7.7,8.4,144,205,0.7,1.5,0.1,4.2,490,17000,2200,35000
3895,ODISHA,25,32.3,2.5,10,7.4,8.1,172,482,0.8,4,0.4,4.1,790,22000,1100,92000
3896,ODISHA,20,32,0.3,8.5,7,8,170,422,4.1,24,1,14.1,9200,160000,16000,160000
3897,ODISHA,22,32.2,0.6,3.8,6.9,8.1,170,451,3.9,39,0.4,9.5,13000,160000,22000,160000
3898,ODISHA,22,33,0.3,2.3,7.1,8.3,165,523,5.9,35,0.3,13.9,160000,160000,160000,160000
3899,ODISHA,23,37,0.3,3.2,6.8,8.1,165,511,4.1,14,0.4,14.2,54000,540000,54000,1600000
3900,ODISHA,23,32,4.2,4.9,7.4,8.4,160,1435,0.6,2,0.2,1.4,230,16000,490,16000
3901,ODISHA,22,32,4.8,7.6,7.4,8.4,171,1893,0.2,2.8,0.2,2.3,790,16000,1800,24000
3902,ODISHA,22,32.5,1.2,7.8,7.3,8.2,185,46440,0.5,1.7,0.2,2.1,2,1400,2,2800
3903,ODISHA,26,31,4.2,8,7.6,8.4,159,388,0.6,1.7,0.3,1.6,78,9200,460,17000
3904,ODISHA,28,34.2,4.5,8.5,7.3,8.4,156,278,0.5,1.6,0.2,4.4,150,24000,940,54000
3905,ODISHA,28,33,4.1,7.4,7.4,8.4,153,312,0.4,2.2,0.1,2.3,330,17000,1100,35000
3906,ODISHA,22,32,4.8,6.8,7.7,8.4,173,396,0.3,1.9,0.3,0.7,330,16000,1300,16000
3907,ODISHA,22,33.7,4.2,7.4,7.8,8.5,196,41160,1.6,5.7,0.2,2.2,2,54000,68,92000
3908,ODISHA,22,33.4,4.2,14.3,7.9,8.4,161,225,0.6,1.7,0.2,3.2,330,16000,790,16000
3909,ODISHA,20,33.5,4.2,8.5,7.5,8.4,147,308,0.5,2,0.3,1.2,78,54000,700,92000
3910,ODISHA,16,33,5.2,7.5,7.1,8.5,202,32320,0.9,2.7,0.2,2.6,2,13000,78,17000
